threshold,f1
0.05,0.4625
0.060000000000000005,0.4936374549819928
0.07,0.5020797651088819
0.08000000000000002,0.5179119754350051
0.09000000000000001,0.5301837270341208
0.1,0.5374566782191416
0.11000000000000001,0.5527192008879024
0.12000000000000001,0.562322140011383
0.13,0.5687066974595842
0.14,0.5753828032979976
0.15000000000000002,0.5846994535519126
0.16000000000000003,0.5910780669144982
0.17000000000000004,0.5981072555205047
0.18000000000000005,0.6043072966891675
0.19,0.6071428571428571
0.2,0.6107626279300099
0.21000000000000002,0.6137061029662462
0.22000000000000003,0.6160249739854319
0.23000000000000004,0.6150583244962884
0.24000000000000005,0.6182079884850665
0.25000000000000006,0.6188209447088978
0.26000000000000006,0.6207666542612579
0.27,0.6211552888222055
0.28,0.6221710778672804
0.29000000000000004,0.6193293885601578
0.30000000000000004,0.6248492159227985
0.31000000000000005,0.6247960848287113
0.32000000000000006,0.6222961730449251
0.33,0.6222222222222222
0.34,0.622050622050622
0.35000000000000003,0.618229854689564
0.36000000000000004,0.6164259927797834
0.37000000000000005,0.6116236162361623
0.38000000000000006,0.6050023596035866
0.39000000000000007,0.6034648700673725
0.4000000000000001,0.5949926362297496
0.4100000000000001,0.5841683366733467
0.42000000000000004,0.5779816513761468
0.43000000000000005,0.5729166666666666
0.44000000000000006,0.5608072225172597
0.45000000000000007,0.5532144786601837
0.4600000000000001,0.5433462175593595
0.4700000000000001,0.5278559369724254
0.4800000000000001,0.5154639175257731
0.49000000000000005,0.5005861664712778
0.5000000000000001,0.49671641791044774
0.5100000000000001,0.4881025015253203
0.5200000000000001,0.4685358255451713
0.5300000000000001,0.4570337364735837
0.5400000000000001,0.44415752098127825
0.5500000000000002,0.4268774703557312
0.5600000000000002,0.4110141034251175
0.5700000000000002,0.4013605442176871
0.5800000000000002,0.3917241379310345
0.5900000000000002,0.3732394366197183
0.6000000000000002,0.3655913978494624
0.6100000000000001,0.3567802755620014
0.6200000000000001,0.3460410557184751
0.6300000000000001,0.32589285714285715
0.6400000000000001,0.30966767371601206
0.6500000000000001,0.29141104294478526
0.6600000000000001,0.2745709828393136
0.6700000000000002,0.26257861635220126
0.6800000000000002,0.2480127186009539
0.6900000000000002,0.23387096774193547
0.7000000000000002,0.22258326563769293
0.7100000000000002,0.2127659574468085
0.7200000000000002,0.20165289256198346
0.7300000000000002,0.1948376353039134
0.7400000000000002,0.17998317914213624
0.7500000000000002,0.16538789428815004
0.7600000000000002,0.1563573883161512
0.7700000000000002,0.1388888888888889
0.7800000000000001,0.11929824561403508
0.7900000000000001,0.10451727192205491
0.8000000000000002,0.099644128113879
0.8100000000000002,0.08812949640287769
0.8200000000000002,0.07084468664850137
0.8300000000000002,0.0585544373284538
0.8400000000000002,0.04604051565377532
0.8500000000000002,0.037037037037037035
0.8600000000000002,0.027906976744186046
0.8700000000000002,0.018691588785046728
0.8800000000000002,0.01125703564727955
0.8900000000000002,0.007518796992481203
0.9000000000000002,0.005655042412818096
0.9100000000000003,0.0037735849056603774
0.9200000000000003,0.0037735849056603774
0.9300000000000002,0.0
0.9400000000000002,0.0
0.9500000000000002,0.0
