threshold,f1
0.05,0.45195031597297886
0.060000000000000005,0.4819672131147541
0.07,0.49388048956083513
0.08000000000000002,0.517503805175038
0.09000000000000001,0.5305053678973554
0.1,0.5406992260475046
0.11000000000000001,0.5549389567147613
0.12000000000000001,0.5652544782485073
0.13,0.5708513708513708
0.14,0.5784487862640616
0.15000000000000002,0.5880541871921182
0.16000000000000003,0.5945265806857503
0.17000000000000004,0.6021992238033635
0.18000000000000005,0.6069421487603306
0.19,0.6105898123324397
0.2,0.6145404663923183
0.21000000000000002,0.6205182818601349
0.22000000000000003,0.6229151559100797
0.23000000000000004,0.625
0.24000000000000005,0.6192816635160681
0.25000000000000006,0.6160954948016942
0.26000000000000006,0.6122931442080378
0.27,0.6090764331210191
0.28,0.601878317680686
0.29000000000000004,0.595187842971718
0.30000000000000004,0.5938713854121709
0.31000000000000005,0.5892778023925564
0.32000000000000006,0.5861601085481682
0.33,0.5799358680714612
0.34,0.5793950850661626
0.35000000000000003,0.5616102110947472
0.36000000000000004,0.5531062124248497
0.37000000000000005,0.5488991295442909
0.38000000000000006,0.5399477806788512
0.39000000000000007,0.5277777777777778
0.4000000000000001,0.5230263157894737
0.4100000000000001,0.5070422535211268
0.42000000000000004,0.49942726231386025
0.43000000000000005,0.4938704028021016
0.44000000000000006,0.4809976247030879
0.45000000000000007,0.47486371895820717
0.4600000000000001,0.4617283950617284
0.4700000000000001,0.44597989949748745
0.4800000000000001,0.4327784891165173
0.49000000000000005,0.4211212516297262
0.5000000000000001,0.40639573617588276
0.5100000000000001,0.39594594594594595
0.5200000000000001,0.3874058863791923
0.5300000000000001,0.37160751565762007
0.5400000000000001,0.3674911660777385
0.5500000000000002,0.35437589670014347
0.5600000000000002,0.3461259956553222
0.5700000000000002,0.3367496339677892
0.5800000000000002,0.3209509658246657
0.5900000000000002,0.3080390683696469
0.6000000000000002,0.3009118541033435
0.6100000000000001,0.2900997697620875
0.6200000000000001,0.28217054263565894
0.6300000000000001,0.27543035993740217
0.6400000000000001,0.26148969889064977
0.6500000000000001,0.24940047961630696
0.6600000000000001,0.23319838056680162
0.6700000000000002,0.22764227642276422
0.6800000000000002,0.2123456790123457
0.6900000000000002,0.20066334991708126
0.7000000000000002,0.1815126050420168
0.7100000000000002,0.1710414902624894
0.7200000000000002,0.16183986371379896
0.7300000000000002,0.15265866209262435
0.7400000000000002,0.14372294372294372
0.7500000000000002,0.13089005235602094
0.7600000000000002,0.12126537785588752
0.7700000000000002,0.10806023029229407
0.7800000000000001,0.10488888888888889
0.7900000000000001,0.09481216457960644
0.8000000000000002,0.08640864086408641
0.8100000000000002,0.07775768535262206
0.8200000000000002,0.06909090909090909
0.8300000000000002,0.051423324150596875
0.8400000000000002,0.040627885503231764
0.8500000000000002,0.027881040892193308
0.8600000000000002,0.02054154995331466
0.8700000000000002,0.01499531396438613
0.8800000000000002,0.013133208255159476
0.8900000000000002,0.009398496240601503
0.9000000000000002,0.009398496240601503
0.9100000000000003,0.003770028275212064
0.9200000000000003,0.0037735849056603774
0.9300000000000002,0.0037735849056603774
0.9400000000000002,0.0
0.9500000000000002,0.0
