threshold,recall,precision
0.7,0.10207939508506617,0.8372093023255814
0.705,0.09546313799621928,0.8278688524590164
0.71,0.0945179584120983,0.8264462809917356
0.715,0.09073724007561437,0.8275862068965517
0.72,0.08695652173913043,0.8363636363636363
0.725,0.08223062381852551,0.8365384615384616
0.73,0.07844990548204159,0.8383838383838383
0.735,0.07561436672967864,0.8333333333333334
0.74,0.07466918714555766,0.8315789473684211
0.745,0.07277882797731569,0.8369565217391305
0.75,0.06899810964083176,0.8390804597701149
0.755,0.0671077504725898,0.8352941176470589
0.76,0.06427221172022685,0.8395061728395061
0.765,0.06049149338374291,0.8311688311688312
0.77,0.057655954631379965,0.8243243243243243
0.775,0.05387523629489603,0.8260869565217391
0.78,0.04914933837429111,0.8387096774193549
0.785,0.04725897920604915,0.8333333333333334
0.79,0.04253308128544423,0.8181818181818182
0.795,0.03969754253308128,0.8571428571428571
0.8,0.03780718336483932,0.8695652173913043
0.805,0.03497164461247637,0.8604651162790697
0.81,0.03213610586011342,0.85
0.815,0.02930056710775047,0.8378378378378378
0.82,0.027410207939508508,0.8529411764705882
0.825,0.024574669187145556,0.8387096774193549
0.83,0.021739130434782608,0.8214285714285714
0.835,0.01984877126654064,0.8076923076923077
0.84,0.01890359168241966,0.8333333333333334
0.845,0.015122873345935728,0.8
0.85,0.013232514177693762,0.7777777777777778
0.855,0.012287334593572778,0.8125
0.86,0.010396975425330813,0.7857142857142857
0.865,0.008506616257088847,0.75
0.87,0.006616257088846881,0.7
0.875,0.006616257088846881,0.7777777777777778
0.88,0.006616257088846881,0.875
0.885,0.005671077504725898,0.8571428571428571
0.895,0.003780718336483932,0.8
0.9,0.002835538752362949,0.75
0.91,0.001890359168241966,1.0
0.92,0.000945179584120983,1.0
0.92,0.0,1.0
