threshold,recall,precision
0.0,1.0,0.11699657193409267
0.005,0.998109640831758,0.14509480626545754
0.01,0.996219281663516,0.17275856416980823
0.015,0.994328922495274,0.19630528083597687
0.02,0.9933837429111532,0.21528062269561654
0.025,0.9905482041587902,0.23299244108492664
0.03,0.9877126654064272,0.2470449172576832
0.035,0.9858223062381852,0.2590660705414804
0.04,0.9801512287334594,0.26949064449064447
0.045,0.9773156899810964,0.281437125748503
0.05,0.9725897920604915,0.29199772985244044
0.055,0.9706994328922496,0.3037562851227448
0.06,0.9669187145557656,0.3116052391105696
0.065,0.9650283553875236,0.32086737900691387
0.07,0.9631379962192816,0.32839187882694165
0.075,0.9612476370510397,0.33630952380952384
0.08,0.9555765595463138,0.34294436906377207
0.085,0.9499054820415879,0.3490795415074679
0.09,0.943289224952741,0.35490753911806544
0.095,0.9395085066162571,0.3631713554987212
0.1,0.9366729678638941,0.3688128023818385
0.105,0.9328922495274102,0.3762866946244758
0.11,0.9291115311909263,0.3835349200156067
0.115,0.9253308128544423,0.3892644135188867
0.12,0.9168241965973535,0.39543416225030575
0.125,0.9092627599243857,0.4006663890045814
0.13,0.9026465028355387,0.40500424088210346
0.135,0.8979206049149339,0.40842648323301806
0.14,0.8903591682419659,0.41516086381665934
0.145,0.8809073724007561,0.41812471960520414
0.15,0.8771266540642723,0.4233576642335766
0.155,0.8667296786389413,0.42671009771986973
0.16,0.8591682419659735,0.4303977272727273
0.165,0.8525519848771267,0.4346987951807229
0.17,0.8459357277882797,0.43894065718489456
0.175,0.8393194706994329,0.44377811094452774
0.18,0.8308128544423441,0.44801223241590216
0.185,0.8204158790170132,0.45208333333333334
0.19,0.8147448015122873,0.4563260984647962
0.195,0.8128544423440454,0.46236559139784944
0.2,0.8062381852551985,0.4653573376977632
0.205,0.7996219281663516,0.46714522363335176
0.21,0.7948960302457467,0.47141255605381166
0.215,0.7873345935727788,0.4773638968481375
0.22,0.782608695652174,0.48336252189141854
0.225,0.775992438563327,0.4892729439809297
0.23,0.7665406427221172,0.4930091185410334
0.235,0.7599243856332704,0.4987593052109181
0.24,0.7533081285444234,0.5037926675094817
0.245,0.7400756143667296,0.5061409179056238
0.25,0.7344045368620038,0.5108481262327417
0.255,0.7268431001890359,0.5147255689424364
0.26,0.719281663516068,0.5201640464798359
0.265,0.7136105860113422,0.5243055555555556
0.27,0.7060491493383743,0.5294117647058824
0.275,0.6947069943289225,0.532608695652174
0.28,0.6890359168241966,0.5392011834319527
0.285,0.6795841209829868,0.5442846328538986
0.29,0.6710775047258979,0.5503875968992248
0.295,0.6616257088846881,0.5537974683544303
0.3,0.6550094517958412,0.5566265060240964
0.305,0.6417769376181475,0.5616211745244003
0.31,0.6247637051039697,0.5606446140797285
0.315,0.6181474480151229,0.5672159583694709
0.32,0.6096408317580341,0.5697879858657244
0.325,0.6020793950850661,0.5749097472924187
0.33,0.5935727788279773,0.5788018433179724
0.335,0.5869565217391305,0.5869565217391305
0.34,0.5746691871455577,0.5897187196896218
0.345,0.5652173913043478,0.5909090909090909
0.35,0.556710775047259,0.59375
0.355,0.5482041587901701,0.5997931747673216
0.36,0.5387523629489603,0.6025369978858351
0.365,0.5311909262759924,0.6069114470842333
0.37,0.5207939508506616,0.6142697881828316
0.375,0.5122873345935728,0.6187214611872146
0.38,0.502835538752363,0.6222222222222222
0.385,0.4896030245746692,0.6225961538461539
0.39,0.4820415879017013,0.6219512195121951
0.395,0.4725897920604915,0.6242197253433208
0.4,0.46502835538752363,0.6307692307692307
0.405,0.4499054820415879,0.6312997347480106
0.41,0.44234404536862004,0.6384720327421555
0.415,0.43478260869565216,0.6433566433566433
0.42,0.43005671077504726,0.6463068181818182
0.425,0.42060491493383745,0.6524926686217009
