threshold,recall,precision
0.0,1.0,0.11699657193409267
0.005,0.996219281663516,0.14630760688506386
0.01,0.9933837429111532,0.1730610900708052
0.015,0.9896030245746692,0.1946096654275093
0.02,0.9896030245746692,0.2149455963867789
0.025,0.9858223062381852,0.23203559510567298
0.03,0.9810964083175804,0.2460881934566145
0.035,0.9792060491493384,0.25938908362543817
0.04,0.9782608695652174,0.2703055628101332
0.045,0.9754253308128544,0.2789189189189189
0.05,0.9716446124763705,0.289822385114181
0.055,0.9697542533081286,0.29947460595446584
0.06,0.9678638941398866,0.3088057901085645
0.065,0.9640831758034026,0.31696706028589183
0.07,0.9621928166351607,0.32754182754182753
0.075,0.9574669187145558,0.3345442536327609
0.08,0.9527410207939508,0.3413477819166949
0.085,0.9508506616257089,0.3496697949252694
0.09,0.9480151228733459,0.3571937321937322
0.095,0.9395085066162571,0.3641025641025641
0.1,0.9319470699432892,0.36887392442947997
0.105,0.9262759924385633,0.37404580152671757
0.11,0.9243856332703214,0.3815840811548966
0.115,0.9234404536862004,0.38893312101910826
0.12,0.9196597353497165,0.39568930459536394
0.125,0.9111531190926276,0.3985117817279868
0.13,0.9035916824196597,0.4028655710071639
0.135,0.9007561436672968,0.4077877620881472
0.14,0.8931947069943289,0.4119442022667829
0.145,0.8827977315689981,0.4175234689316048
0.15,0.8790170132325141,0.4252400548696845
0.155,0.8714555765595463,0.4284386617100372
0.16,0.8638941398865785,0.43153918791312557
0.165,0.8572778827977315,0.43626743626743625
0.17,0.8516068052930057,0.44037145650048876
0.175,0.8449905482041588,0.4438927507447865
0.18,0.8364839319470699,0.44584382871536526
0.185,0.8308128544423441,0.45030737704918034
0.19,0.8260869565217391,0.4559207094418362
0.195,0.8185255198487713,0.4603934077618288
0.2,0.8109640831758034,0.46579804560260585
0.205,0.8024574669187146,0.4698395130049806
0.21,0.7948960302457467,0.47380281690140846
0.215,0.7911153119092628,0.47828571428571426
0.22,0.7854442344045368,0.484830805134189
0.225,0.779773156899811,0.4881656804733728
0.23,0.7722117202268431,0.4951515151515152
0.235,0.7618147448015122,0.49753086419753084
0.24,0.7542533081285444,0.5022026431718062
0.245,0.7457466918714556,0.5067437379576107
0.25,0.7400756143667296,0.5120994113799869
0.255,0.7287334593572778,0.5153743315508021
0.26,0.722117202268431,0.5197278911564626
0.265,0.7164461247637051,0.5252945252945252
0.27,0.7079395085066162,0.5297029702970297
0.275,0.6994328922495274,0.5339105339105339
0.28,0.6899810964083176,0.5367647058823529
0.285,0.6833648393194707,0.543609022556391
0.29,0.668241965973535,0.5455246913580247
0.295,0.6606805293005671,0.5495283018867925
0.3,0.6540642722117203,0.5549318364073778
0.305,0.6436672967863895,0.5541090317331163
0.31,0.6379962192816635,0.5597014925373134
0.315,0.6294896030245747,0.5672913117546848
0.32,0.6219281663516069,0.573170731707317
0.325,0.610586011342155,0.5742222222222222
0.33,0.5964083175803403,0.5715579710144928
0.335,0.5869565217391305,0.5766016713091922
0.34,0.5746691871455577,0.5768500948766604
0.345,0.5614366729678639,0.5823529411764706
0.35,0.5491493383742911,0.5845070422535211
0.355,0.5425330812854442,0.5911431513903193
0.36,0.5283553875236295,0.5972222222222222
0.365,0.5198487712665406,0.5997818974918212
0.37,0.5132325141776938,0.6006637168141593
0.375,0.502835538752363,0.6052332195676906
0.38,0.497164461247637,0.6137689614935823
0.385,0.48582230623818523,0.617046818727491
0.39,0.4763705103969754,0.6253101736972705
0.395,0.4659735349716446,0.6248415716096325
0.4,0.4612476370510397,0.6280566280566281
0.405,0.45746691871455575,0.6335078534031413
0.41,0.45085066162570886,0.640268456375839
0.415,0.43572778827977315,0.6456582633053222
0.42,0.42627599243856334,0.6442857142857142
0.425,0.41965973534971646,0.6434782608695652
0.43,0.4120982986767486,0.6459259259259259
0.435,0.40359168241965976,0.6479514415781487
0.44,0.3941398865784499,0.6505460218408736
0.445,0.3846880907372401,0.6575121163166397
0.45,0.3790170132325142,0.6650082918739635
0.455,0.3733459357277883,0.6729131175468483
0.46,0.3676748582230624,0.6777003484320557
0.465,0.3601134215500945,0.685251798561151
0.47,0.3544423440453686,0.6855575868372943
0.475,0.3431001890359168,0.6927480916030534
0.48,0.33742911153119093,0.6986301369863014
0.485,0.3279773156899811,0.6981891348088531
0.49,0.3223062381852552,0.7002053388090349
0.495,0.31379962192816635,0.7170626349892009
0.5,0.30623818525519847,0.7184035476718403
0.505,0.2996219281663516,0.7254004576659039
0.51,0.2939508506616257,0.7300469483568075
0.515,0.2844990548204159,0.7341463414634146
0.52,0.276937618147448,0.73989898989899
0.525,0.26937618147448017,0.7441253263707572
0.53,0.2646502835538752,0.7486631016042781
0.535,0.2589792060491493,0.7527472527472527
0.54,0.2570888468809074,0.7640449438202247
0.545,0.2523629489603025,0.7672413793103449
0.55,0.24102079395085066,0.7750759878419453
0.555,0.23724007561436672,0.7795031055900621
0.56,0.22967863894139887,0.7813504823151125
0.565,0.21928166351606806,0.7785234899328859
0.57,0.21455576559546313,0.7827586206896552
0.575,0.20888468809073724,0.7892857142857143
0.58,0.20132325141776938,0.8037735849056604
0.585,0.1947069943289225,0.8015564202334631
0.59,0.1899810964083176,0.7976190476190477
0.595,0.18052930056710775,0.799163179916318
0.6,0.1776937618147448,0.8068669527896996
0.605,0.17391304347826086,0.8105726872246696
0.61,0.17107750472589792,0.8080357142857143
0.615,0.166351606805293,0.8073394495412844
0.62,0.16257088846880907,0.8037383177570093
0.625,0.15784499054820417,0.7990430622009569
0.63,0.15122873345935728,0.8
0.635,0.14555765595463138,0.8020833333333334
0.64,0.1446124763705104,0.8052631578947368
0.645,0.1342155009451796,0.8022598870056498
0.65,0.1275992438563327,0.8035714285714286
0.655,0.12570888468809074,0.8012048192771084
0.665,0.12287334593572778,0.8024691358024691
0.67,0.11720226843100189,0.8051948051948052
0.675,0.11625708884688091,0.803921568627451
0.68,0.10964083175803403,0.8111888111888111
0.685,0.10302457466918714,0.8074074074074075
0.69,0.09735349716446125,0.8046875
0.695,0.09357277882797732,0.7983870967741935
0.7,0.09073724007561437,0.8135593220338984
0.705,0.08979206049149338,0.8333333333333334
0.71,0.08790170132325142,0.8378378378378378
0.72,0.0831758034026465,0.8380952380952381
0.725,0.08128544423440454,0.8349514563106796
0.73,0.07939508506616257,0.8484848484848485
0.735,0.07561436672967864,0.8421052631578947
0.74,0.07277882797731569,0.8369565217391305
0.745,0.06994328922495274,0.8314606741573034
0.75,0.0671077504725898,0.8255813953488372
0.755,0.06521739130434782,0.8313253012048193
0.76,0.062381852551984876,0.825
0.765,0.05954631379962193,0.8289473684210527
0.77,0.054820415879017016,0.8169014084507042
0.775,0.052930056710775046,0.8115942028985508
0.78,0.04914933837429111,0.8253968253968254
0.785,0.046313799621928164,0.8305084745762712
0.79,0.0444234404536862,0.8392857142857143
0.795,0.04064272211720227,0.8431372549019608
0.8,0.03780718336483932,0.8333333333333334
0.805,0.03497164461247637,0.8604651162790697
0.81,0.034026465028355386,0.8571428571428571
0.815,0.0330812854442344,0.8536585365853658
0.82,0.030245746691871456,0.8421052631578947
0.825,0.02835538752362949,0.8333333333333334
0.83,0.02551984877126654,0.84375
0.835,0.023629489603024575,0.8620689655172413
0.84,0.022684310018903593,0.8888888888888888
0.845,0.01890359168241966,0.8695652173913043
0.85,0.014177693761814745,0.8823529411764706
0.855,0.012287334593572778,0.8666666666666667
0.86,0.00945179584120983,0.8333333333333334
0.865,0.008506616257088847,0.8181818181818182
0.87,0.007561436672967864,0.8888888888888888
0.88,0.007561436672967864,1.0
0.89,0.006616257088846881,1.0
0.92,0.003780718336483932,1.0
0.925,0.001890359168241966,1.0
0.925,0.0,1.0
