threshold,recall,precision
0.0,1.0,0.11699657193409267
0.005,0.997164461247637,0.14691547138281577
0.01,0.996219281663516,0.17384133267359392
0.015,0.9933837429111532,0.19666916167664672
0.02,0.9914933837429112,0.21633326459063726
0.025,0.9896030245746692,0.23328877005347592
0.03,0.9867674858223062,0.2482758620689655
0.035,0.9829867674858223,0.26091319618665326
0.04,0.9773156899810964,0.2713910761154856
0.045,0.9735349716446124,0.2821144891810463
0.05,0.9669187145557656,0.2909556313993174
0.055,0.9669187145557656,0.30123674911660775
0.06,0.9650283553875236,0.3096754625417046
0.065,0.9621928166351607,0.31782703715266936
0.07,0.9603024574669187,0.3264781491002571
0.075,0.9565217391304348,0.3350993377483444
0.08,0.9517958412098299,0.34170342721411606
0.085,0.9499054820415879,0.34871616932685634
0.09,0.947069943289225,0.3556975505857295
0.095,0.9404536862003781,0.36393562545720554
0.1,0.9376181474480151,0.37153558052434454
0.105,0.9291115311909263,0.37562094000764235
0.11,0.9272211720226843,0.382903981264637
0.115,0.9215500945179584,0.38891104906262464
0.12,0.9149338374291115,0.3934959349593496
0.125,0.9111531190926276,0.39818256918628664
0.13,0.9073724007561437,0.40336134453781514
0.135,0.9045368620037807,0.40985010706638114
0.14,0.8931947069943289,0.4126637554585153
0.145,0.889413988657845,0.4178507992895204
0.15,0.8809073724007561,0.4226757369614512
0.155,0.8733459357277883,0.42718446601941745
0.16,0.8686200378071833,0.4318609022556391
0.165,0.8620037807183365,0.43846153846153846
0.17,0.8553875236294896,0.443845022069642
0.175,0.8459357277882797,0.44974874371859297
0.18,0.8393194706994329,0.4530612244897959
0.185,0.8298676748582231,0.45705361790733995
0.19,0.8204158790170132,0.46047745358090186
0.195,0.8119092627599244,0.4633225458468177
0.2,0.8081285444234405,0.4697802197802198
0.205,0.8015122873345936,0.47374301675977654
0.21,0.7920604914933838,0.47478753541076485
0.215,0.7873345935727788,0.48066935949221
0.22,0.7835538752362949,0.48850913376546845
0.225,0.777882797731569,0.492814371257485
0.23,0.7655954631379962,0.4945054945054945
0.235,0.7580340264650284,0.49813664596273294
0.24,0.7504725897920604,0.5050890585241731
0.245,0.7410207939508506,0.5074433656957928
0.25,0.7344045368620038,0.5105124835742444
0.255,0.7268431001890359,0.5147255689424364
0.26,0.72117202268431,0.5197547683923706
0.265,0.7164461247637051,0.5242047026279392
0.27,0.7051039697542533,0.525722339675828
0.275,0.6975425330812854,0.5294117647058824
0.28,0.6918714555765595,0.5339168490153173
0.285,0.6767485822306238,0.5351270553064275
0.29,0.668241965973535,0.540519877675841
0.295,0.6568998109640832,0.5433932759968726
0.3,0.6493383742911153,0.5504807692307693
0.305,0.6446124763705104,0.5553745928338762
0.31,0.6361058601134215,0.5636515912897823
0.315,0.6266540642722117,0.5661827497865073
0.32,0.6162570888468809,0.57243195785777
0.325,0.5992438563327032,0.5727190605239386
0.33,0.5945179584120983,0.5797235023041475
0.335,0.5860113421550095,0.5821596244131455
0.34,0.5784499054820416,0.5867689357622243
0.345,0.5633270321361059,0.587192118226601
0.35,0.553875236294896,0.5883534136546185
0.355,0.5444234404536862,0.5913757700205339
0.36,0.5302457466918714,0.5923970432946146
0.365,0.5245746691871456,0.5961331901181526
0.37,0.5179584120982986,0.6002190580503833
0.375,0.5085066162570888,0.6038159371492705
0.38,0.500945179584121,0.6091954022988506
0.385,0.4924385633270321,0.6129411764705882
0.39,0.4810964083175803,0.6162227602905569
0.395,0.47542533081285443,0.6179361179361179
0.4,0.4659735349716446,0.620125786163522
0.405,0.45746691871455575,0.6253229974160207
0.41,0.45179584120982985,0.633112582781457
0.415,0.44139886578449905,0.6353741496598639
0.42,0.43383742911153117,0.6392757660167131
0.425,0.42344045368620037,0.642754662840746
0.43,0.4158790170132325,0.6451612903225806
0.435,0.40359168241965976,0.648936170212766
0.44,0.388468809073724,0.6462264150943396
0.445,0.3752362948960302,0.6518883415435139
0.45,0.3676748582230624,0.6526845637583892
0.455,0.3629489603024575,0.6575342465753424
0.46,0.3553875236294896,0.6631393298059964
0.465,0.3497164461247637,0.6690777576853526
0.47,0.34120982986767484,0.6747663551401869
0.475,0.33742911153119093,0.6787072243346007
0.48,0.3279773156899811,0.6857707509881423
0.485,0.32041587901701324,0.6918367346938775
0.49,0.31285444234404536,0.6953781512605042
0.495,0.30623818525519847,0.7012987012987013
0.5,0.2996219281663516,0.7060133630289532
0.505,0.2939508506616257,0.7116704805491991
0.51,0.2892249527410208,0.7183098591549296
0.515,0.28166351606805295,0.7303921568627451
0.52,0.2741020793950851,0.7341772151898734
0.525,0.2665406427221172,0.7401574803149606
0.53,0.2608695652173913,0.7540983606557377
0.535,0.2551984877126654,0.7584269662921348
0.54,0.24574669187145556,0.7558139534883721
0.545,0.24196597353497165,0.7619047619047619
0.55,0.23724007561436672,0.7675840978593272
0.555,0.23156899810964082,0.768025078369906
0.56,0.22400756143667297,0.7694805194805194
0.565,0.21739130434782608,0.7692307692307693
0.57,0.21172022684310018,0.7724137931034483
0.575,0.20888468809073724,0.7727272727272727
0.58,0.20321361058601134,0.776173285198556
0.585,0.2003780718336484,0.7765567765567766
0.59,0.19754253308128544,0.7916666666666666
0.595,0.18714555765595464,0.792
0.6,0.1843100189035917,0.7959183673469388
0.605,0.17958412098298676,0.7983193277310925
0.61,0.17580340264650285,0.7948717948717948
0.615,0.16729678638941398,0.7901785714285714
0.62,0.16351606805293006,0.7863636363636364
0.625,0.15784499054820417,0.7877358490566038
0.63,0.15311909262759923,0.7902439024390244
0.635,0.1502835538752363,0.7910447761194029
0.64,0.14650283553875237,0.7948717948717948
0.645,0.1389413988657845,0.786096256684492
0.65,0.13799621928166353,0.7891891891891892
0.655,0.13516068052930058,0.8033707865168539
0.66,0.12948960302457466,0.8106508875739645
0.665,0.1266540642722117,0.8220858895705522
0.67,0.11909262759924386,0.8235294117647058
0.675,0.11625708884688091,0.82
0.68,0.11531190926275993,0.8187919463087249
0.685,0.11342155009451796,0.8163265306122449
0.69,0.10869565217391304,0.8214285714285714
0.695,0.10491493383742911,0.8222222222222222
0.7,0.10113421550094517,0.823076923076923
0.705,0.0945179584120983,0.819672131147541
0.71,0.09262759924385633,0.8235294117647058
0.715,0.08979206049149338,0.8189655172413793
0.72,0.08790170132325142,0.8230088495575221
0.725,0.08601134215500945,0.8198198198198198
0.73,0.08223062381852551,0.8130841121495327
0.735,0.08034026465028356,0.8252427184466019
0.74,0.07655954631379962,0.8350515463917526
0.745,0.07561436672967864,0.8421052631578947
0.75,0.07372400756143667,0.8387096774193549
0.755,0.07088846880907372,0.8426966292134831
0.76,0.06899810964083176,0.8390804597701149
0.765,0.0661625708884688,0.8433734939759037
0.77,0.06332703213610585,0.8375
0.775,0.06143667296786389,0.8441558441558441
0.78,0.054820415879017016,0.8285714285714286
0.785,0.05103969754253308,0.8307692307692308
0.79,0.045368620037807186,0.8135593220338984
0.795,0.045368620037807186,0.8421052631578947
0.8,0.04253308128544423,0.8333333333333334
0.805,0.03969754253308128,0.8235294117647058
0.81,0.038752362948960305,0.82
0.815,0.0330812854442344,0.7954545454545454
0.82,0.030245746691871456,0.8
0.825,0.02930056710775047,0.7948717948717948
0.83,0.026465028355387523,0.7777777777777778
0.835,0.02551984877126654,0.7941176470588235
0.84,0.023629489603024575,0.78125
0.845,0.021739130434782608,0.7666666666666667
0.85,0.01890359168241966,0.7407407407407407
0.855,0.01606805293005671,0.7083333333333334
0.86,0.01606805293005671,0.8095238095238095
0.865,0.015122873345935728,0.8
0.87,0.014177693761814745,0.7894736842105263
0.875,0.010396975425330813,0.7333333333333333
0.88,0.007561436672967864,0.6666666666666666
0.885,0.006616257088846881,0.6363636363636364
0.89,0.005671077504725898,0.6
0.9,0.002835538752362949,0.6
0.92,0.001890359168241966,0.6666666666666666
0.925,0.001890359168241966,1.0
0.955,0.000945179584120983,1.0
0.955,0.0,1.0
